mean,std,skewness,max,min,range,psd_max,majority_activity,spectral_centroid,spectral_bandwidth
11.73644423742016,5.091532752444131,0.5434800642839728,30.089940661290772,1.4277587516453891,28.662181909645383,20.655852858622897,walking,5.104535503696466,3.76807759481036
11.782961442935855,5.057029040211232,0.5344499202255315,30.089940661290772,1.955203505213716,28.134737156077055,20.76154978927532,walking,5.1155338960934955,3.7676774817680854
11.766262256195226,5.028216421687536,0.5241251760046489,30.089940661290772,1.955203505213716,28.134737156077055,20.517201143691576,walking,5.07668901451596,3.7747388914376487
11.740971445624131,5.020599403850141,0.538270843493089,30.089940661290772,1.955203505213716,28.134737156077055,20.773803909206666,walking,5.133284501224088,3.783378799678195
11.706258873475289,5.005545984029325,0.5345542885385105,29.46082091524267,1.955203505213716,27.505617410028954,20.958660046786488,walking,5.062713336584371,3.7511698833505855
11.71401256916585,4.969655684795611,0.49902889359991043,29.46082091524267,1.955203505213716,27.505617410028954,20.68778371667632,walking,5.09759673988253,3.8105853444010473
11.703787440802266,4.988417909439537,0.49957733431777035,29.46082091524267,1.955203505213716,27.505617410028954,20.74019700156514,walking,5.172153867965054,3.826262405524253
11.7457801824721,5.00993670981382,0.48081927277937897,29.46082091524267,1.955203505213716,27.505617410028954,20.82204334554693,walking,5.197241524001486,3.8759670359557585
11.783950918282226,5.046233801078575,0.48135280406269376,29.46082091524267,1.955203505213716,27.505617410028954,20.577851876065377,walking,5.221808751828009,3.9013983437538498
11.735514008081598,5.046551189746877,0.4856189328537174,29.46082091524267,1.955203505213716,27.505617410028954,20.61760738616057,walking,5.175236798727541,3.80883683421153
11.724237664558474,5.046821555424148,0.4644232570572682,29.46082091524267,1.955203505213716,27.505617410028954,20.434731162481494,walking,5.241994383883976,3.8359080139851653
11.73013275859667,5.045065346014158,0.4686768086985471,29.46082091524267,2.114710654368583,27.346110260874088,20.261251315918912,walking,5.216598672611845,3.785820595314966
11.736159567430516,4.987122984734388,0.4453074254276705,28.25061250663426,2.114710654368583,26.135901852265675,20.51577337632862,walking,5.174018754177979,3.77665974489769
11.781951656837332,4.969838591541377,0.423584863940299,28.25061250663426,2.114710654368583,26.135901852265675,20.49352798315594,walking,5.218008664045563,3.81145349316767
11.773354525854314,4.957448875799243,0.4333176879439276,28.25061250663426,2.114710654368583,26.135901852265675,20.4458341926992,walking,5.183703235263932,3.748616673569138
11.74521396719057,4.965197959950834,0.44357015378364567,28.25061250663426,2.114710654368583,26.135901852265675,20.380259411187765,walking,5.242842514663538,3.802593555090368
11.724160145947357,4.9533081026454076,0.44884882571954127,28.25061250663426,2.148839383132206,26.101773123502053,20.23030617230477,walking,5.2207335570075415,3.7585390934143525
11.738720639197098,4.966169303591022,0.44828489131811744,28.25061250663426,2.148839383132206,26.101773123502053,20.262723710994486,walking,5.236218678874634,3.750698760603473
11.735799320352317,4.954784395454642,0.4476638589979491,28.25061250663426,2.148839383132206,26.101773123502053,20.0917405286086,walking,5.251967864004583,3.754454974596155
11.771457781806246,4.9469533025129415,0.437649343087831,28.25061250663426,2.148839383132206,26.101773123502053,20.046097163421702,walking,5.151816380417875,3.6856729854865717
11.818785805921713,4.984593171300583,0.45200358944202257,28.25061250663426,2.148839383132206,26.101773123502053,20.13030292784647,walking,5.221106983997814,3.7386385182930018
11.759423360086734,4.98182343540396,0.4664416056656066,28.25061250663426,2.148839383132206,26.101773123502053,20.242469078024325,walking,5.153584806098073,3.7217913016913613
11.737572432806958,4.986509634257437,0.47998001486166636,28.25061250663426,2.47760331820895,25.77300918842531,20.432250516046725,walking,5.031328076293305,3.654275910536204
11.720929250039699,4.957004919911454,0.46613704282869645,28.25061250663426,2.47760331820895,25.77300918842531,20.511373605809442,walking,5.0758247409607815,3.660611072260332
11.729348883424192,4.919871166202944,0.44125676718574236,27.331270259539718,2.47760331820895,24.85366694133077,20.695274362210068,walking,5.020198690534404,3.638341238796562
11.750624429981205,4.905258036737695,0.45461220039950057,27.331270259539718,2.47760331820895,24.85366694133077,20.63074212455769,walking,4.984684742496878,3.6180959413409326
11.758187776636023,4.870068354968209,0.4350272732725893,27.331270259539718,2.47760331820895,24.85366694133077,20.531390677882165,walking,4.9491251490785455,3.5965147113997715
11.703285251210094,4.839087704966917,0.4341102027281098,27.331270259539718,2.354811578449537,24.97645868109018,20.546575567839174,walking,4.932734978403575,3.5931715972057154
11.661158334203432,4.852286090061537,0.4283148875292151,27.331270259539718,2.354811578449537,24.97645868109018,20.506995490173733,walking,4.932800787948988,3.6056508961875986
11.656454344962857,4.8377084577405025,0.414450079801716,27.331270259539718,2.354811578449537,24.97645868109018,20.48005088480583,walking,4.88644697382005,3.5633776242057165
